"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","pide","willing_friend_ai_1","willing_romantic_ai_1","wtp_ai","true_ai_1","talk_listen_ai_1","not_judge_ai_1","feel_ai_1","understand_ai_1","body_ai_1","not_mutual_ai_1","nonMember_AI_1","willing_friend_h_1","willing_romantic_h_1","wtp_h","true_h_1","talk_listen_h_1","judge_h_1","understand_h_1","feel_h_1","body_h_1","mutual_h_1","nonMember_h_1","comp_1","comp_2","loneliness_1_1","loneliness_2_1","loneliness_3_1","sensation_1_1","sensation_2_1","sensation_3_1","sensation_4_1","sensation_5_1","sensation_6_1","sensation_7_1","sensation_8_1","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","PROLIFIC_PID","CONDITION"
"269",269,"2023-08-27 13:42:30","2023-08-27 13:56:03","0","Anonymized","100","812","1","2023-08-27 13:56:04","R_ZjEBDvM33qnibPr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","3","0","0.00","100","70","60","100","45","100","77","44","","","","","","","","","","","","2","2","35","29","22","70","20","0","21","36","60","0","33","2","","2","","3","","64","5","","21","Anonymized","1"
"270",270,"2023-08-27 13:51:42","2023-08-27 13:56:05","0","Anonymized","100","262","1","2023-08-27 13:56:06","R_2wnJWxY4j9T57np","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","2","10","5","52","50","49","92","57","100","89","26","","","","","","","","","","","","2","2","3","10","8","62","82","12","11","45","53","4","10","2","","1","","3","","50","2","","29","Anonymized","1"
"271",271,"2023-08-27 13:51:38","2023-08-27 13:56:06","0","Anonymized","100","268","1","2023-08-27 13:56:07","R_1pu03tg9qgIafxu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","13","0","5","90","24","35","8","15","100","36","19","1","2","4","10","6","25","24","1","16","85","15","0","10","2","","2","","3","","57","4","","58","Anonymized","2"
"272",272,"2023-08-27 13:52:17","2023-08-27 13:56:16","0","Anonymized","100","238","1","2023-08-27 13:56:16","R_2ScBMFvHdVYSUFw","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","49","9","0","79","61","38","100","69","100","92","18","","","","","","","","","","","","2","2","91","54","100","30","63","0","0","84","29","0","13","2","","2","","1","","34","1","","100","Anonymized","1"
"273",273,"2023-08-27 13:53:08","2023-08-27 13:56:16","0","Anonymized","100","187","1","2023-08-27 13:56:16","R_1CjqpkZ2c7nsqTQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","22","2","0","66","82","62","91","70","100","38","75","","","","","","","","","","","","1","2","28","31","34","75","66","23","29","68","32","6","22","2","","1","","5","","34","5","","84","Anonymized","1"
"274",274,"2023-08-27 13:52:26","2023-08-27 13:56:29","0","Anonymized","100","243","1","2023-08-27 13:56:30","R_3EFlfbBBX7mhy0g","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","31","13","0","41","95","81","85","75","97","62","19","","","","","","","","","","","","2","2","17","21","18","34","80","2","11","0","28","0","5","1","I played around with chatgpt before for personal and work reasons.","1","","3","","34","5","","91","Anonymized","1"
"275",275,"2023-08-27 13:52:35","2023-08-27 13:56:40","0","Anonymized","100","245","1","2023-08-27 13:56:41","R_3qRC22UALQmRMMF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","5","0","0","70","100","100","0","100","100","80","70","2","2","6","8","14","56","56","19","40","52","5","0","0","2","","2","","3","","26","5","","90","Anonymized","2"
"276",276,"2023-08-27 13:51:56","2023-08-27 13:56:44","0","Anonymized","100","287","1","2023-08-27 13:56:45","R_10TbCvsNyDjFL8k","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","0","2.00","80","95","85","100","90","100","80","15","","","","","","","","","","","","1","2","90","95","90","65","15","5","10","10","20","65","20","1","Snapchat has a built-in AI chat which I've tested briefly.","1","","2","","23","4","","90","Anonymized","1"
"277",277,"2023-08-27 13:51:16","2023-08-27 13:57:10","0","Anonymized","100","354","1","2023-08-27 13:57:11","R_3Mcn2x3qDcC6CLQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","0","2","100","9","5","100","100","100","100","0","","","","","","","","","","","","2","2","60","16","18","66","72","26","28","69","40","62","8","2","","1","","3","","57","4","","7","Anonymized","1"
"278",278,"2023-08-27 13:51:48","2023-08-27 13:57:27","0","Anonymized","100","338","1","2023-08-27 13:57:27","R_3hcgkHpZivthUc3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","33","5","1","79","76","91","70","42","92","55","56","","","","","","","","","","","","2","2","60","73","71","42","60","2","25","59","35","0","26","2","","2","","4","","23","3","","57","Anonymized","1"
"279",279,"2023-08-27 13:54:12","2023-08-27 13:57:29","0","Anonymized","100","197","1","2023-08-27 13:57:30","R_2dNfLCISQCXeb7U","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","38","19","5","75","56","56","83","38","100","74","79","","","","","","","","","","","","1","2","59","39","66","59","74","39","23","64","71","41","11","2","","1","","4","","26","4","","20","Anonymized","1"
"280",280,"2023-08-27 13:48:52","2023-08-27 13:57:30","0","Anonymized","100","517","1","2023-08-27 13:57:30","R_1q8mOwjvC9OWKgg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","71","71","8","40","61","72","72","81","61","70","61","","","","","","","","","","","","2","2","71","61","61","72","60","60","41","71","61","71","71","2","","1","","1","","49","5","","71","Anonymized","1"
"281",281,"2023-08-27 13:54:18","2023-08-27 13:57:31","0","Anonymized","100","193","1","2023-08-27 13:57:32","R_1JKKzaLRRNMRKwd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","55","15","1","100","66","100","47","100","100","83","48","2","2","69","58","100","54","79","29","0","0","18","0","0","2","","1","","3","","20","3","","57","Anonymized","2"
"282",282,"2023-08-27 13:52:17","2023-08-27 13:57:34","0","Anonymized","100","317","1","2023-08-27 13:57:34","R_3QWRkR1oDRr4640","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0.25","100","50","50","100","60","0","94","0","","","","","","","","","","","","2","2","38","58","60","50","33","9","20","63","43","21","0","2","","2","","3","","53","4","","63","Anonymized","1"
"283",283,"2023-08-27 13:48:47","2023-08-27 13:57:40","0","Anonymized","100","532","1","2023-08-27 13:57:40","R_aY7LcM6kKCZlEkx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","70","60","5.00","45","75","65","55","35","65","40","70","","","","","","","","","","","","2","2","45","55","60","45","45","30","20","20","40","10","15","2","","1","","3","","48","1","","90","Anonymized","1"
"284",284,"2023-08-27 13:55:39","2023-08-27 13:57:42","0","Anonymized","100","122","1","2023-08-27 13:57:42","R_1F3QFc9g7rg1Sn6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","64","26","5","75","34","33","75","61","92","68","57","","","","","","","","","","","","1","2","78","74","71","22","17","15","9","6","10","4","17","2","","2","","3","","31","1","","32","Anonymized","1"
"285",285,"2023-08-27 13:54:37","2023-08-27 13:58:01","0","Anonymized","100","204","1","2023-08-27 13:58:02","R_2tL11UQBtsax6ts","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","50","50","0","0","0","100","50","20","1","2","0","45","0","65","50","0","0","0","0","0","0","2","","2","","4","","33","4","","50","Anonymized","2"
"286",286,"2023-08-27 13:54:37","2023-08-27 13:58:03","0","Anonymized","100","205","1","2023-08-27 13:58:03","R_2amDgBFno1Y59g6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","50","50","100","50","100","100","50","","","","","","","","","","","","1","2","91","91","100","0","0","0","0","0","0","0","0","2","","2","","3","","63","4","","7","Anonymized","1"
"287",287,"2023-08-27 13:54:59","2023-08-27 13:58:08","0","Anonymized","100","188","1","2023-08-27 13:58:09","R_2RNZXyKlXvF4d2e","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","8","0","1.00","100","96","63","100","23","100","100","94","","","","","","","","","","","","2","2","36","14","47","34","57","1","9","10","10","10","11","2","","4","nonbinary","3","","30","4","","35","Anonymized","1"
"288",288,"2023-08-27 13:42:16","2023-08-27 13:58:18","0","Anonymized","100","961","1","2023-08-27 13:58:18","R_3DpZeEHliWetR2H","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","24","0","0","64","77","50","84","57","100","50","73","","","","","","","","","","","","2","2","0","0","0","57","38","0","0","24","24","0","0","2","","2","","6","Mixed","21","1","","70","Anonymized","1"
"289",289,"2023-08-27 13:51:28","2023-08-27 13:58:29","0","Anonymized","100","420","1","2023-08-27 13:58:30","R_2agHTOnijB499t2","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","64","22","50","67","40","0","57","0","1","2","0","0","0","24","30","10","0","0","0","0","0","2","","1","","3","","25","3","","0","Anonymized","2"
"290",290,"2023-08-27 13:53:48","2023-08-27 13:58:38","0","Anonymized","100","290","1","2023-08-27 13:58:39","R_3kLkPtIFihBihMY","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","0","1","100","90","60","100","50","100","30","100","","","","","","","","","","","","2","2","10","25","10","20","40","0","0","20","10","20","0","2","N/A","1","","3","","42","4","","20","Anonymized","1"
"291",291,"2023-08-27 13:56:01","2023-08-27 13:58:43","0","Anonymized","100","162","1","2023-08-27 13:58:44","R_3sn3deR6yTmzFxB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","1.99","100","100","100","100","70","100","100","90","","","","","","","","","","","","2","2","5","10","10","60","15","0","0","10","0","0","0","2","","1","","3","","25","5","","25","Anonymized","1"
"292",292,"2023-08-27 13:54:19","2023-08-27 13:58:50","0","Anonymized","100","271","1","2023-08-27 13:58:50","R_bfNNyMZnhIfvVTj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","10","1","0","0","0","0","0","20","30","40","1","2","80","60","70","80","10","0","0","100","0","0","20","1","During the rise of AI apps, I made an effort to try many of them. I went on to participate as a beta tester in several before they were released. I enjoy actively taking part in the future of AI.","1","","3","","31","3","","80","Anonymized","2"
"293",293,"2023-08-27 13:56:25","2023-08-27 13:58:55","0","Anonymized","100","150","1","2023-08-27 13:58:56","R_3HBbeXKMlPHzmtb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","100","100","5","0","50","50","100","0","50","50","20","1","2","75","75","75","100","80","50","50","85","50","0","50","2","","1","","3","","45","5","","50","Anonymized","2"
"294",294,"2023-08-27 13:56:02","2023-08-27 13:59:11","0","Anonymized","100","189","1","2023-08-27 13:59:11","R_1Dqjsf8phmuetxU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","90","90","0","80","100","80","20","","","","","","","","","","","","2","2","0","0","0","80","60","5","40","10","50","10","20","2","","2","","3","","52","4","","20","Anonymized","1"
"295",295,"2023-08-27 13:58:08","2023-08-27 13:59:20","0","Anonymized","100","71","1","2023-08-27 13:59:20","R_yqCnYsacsAtcq0F","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anonymized",""
"296",296,"2023-08-27 13:55:35","2023-08-27 13:59:23","0","Anonymized","100","227","1","2023-08-27 13:59:23","R_1ghaORfuoZHisYe","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","15","0","1","75","100","75","70","40","100","97","35","","","","","","","","","","","","2","2","29","18","63","58","33","11","20","51","11","0","20","2","","2","","3","","48","3","","65","Anonymized","1"
"297",297,"2023-08-27 13:55:52","2023-08-27 13:59:36","0","Anonymized","100","224","1","2023-08-27 13:59:37","R_1rcXYUBKXWUIeeV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","70","8","1","91","68","57","96","33","100","37","14","","","","","","","","","","","","1","2","66","77","72","32","57","26","23","11","24","8","0","2","","2","","3","","34","5","","76","Anonymized","1"
"298",298,"2023-08-27 13:47:57","2023-08-27 13:59:46","0","Anonymized","100","708","1","2023-08-27 13:59:47","R_1IQltipuxPqz4H7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","51","0","2","100","100","94","100","12","100","100","100","","","","","","","","","","","","2","2","0","0","0","77","22","0","0","97","0","0","0","2","","2","","3","","65","2","","4","Anonymized","1"
"299",299,"2023-08-27 13:55:44","2023-08-27 13:59:48","0","Anonymized","100","243","1","2023-08-27 13:59:48","R_1gnMGmayNDVyq0t","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","30","0","2.99","30","50","30","20","50","75","20","29","1","2","70","70","70","50","86","10","8","40","30","30","40","2","","2","","3","","28","5","","50","Anonymized","2"
"300",300,"2023-08-27 13:56:30","2023-08-27 13:59:59","0","Anonymized","100","208","1","2023-08-27 13:59:59","R_3QWDbhq4RfV6AeJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","26","55","4","69","21","20","33","46","68","70","72","1","2","80","56","80","88","67","43","65","82","46","40","71","2","","1","","3","","39","4","","28","Anonymized","2"
"301",301,"2023-08-27 13:56:59","2023-08-27 14:00:17","0","Anonymized","100","198","1","2023-08-27 14:00:18","R_3HMHrGZO8kpFV57","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","100","50","100","50","100","100","100","","","","","","","","","","","","1","2","0","0","0","60","90","0","10","0","0","0","0","2","","1","","3","","42","5","","50","Anonymized","1"
"302",302,"2023-08-27 13:55:13","2023-08-27 14:00:30","0","Anonymized","100","316","1","2023-08-27 14:00:30","R_3G7fDgnFFdOeljH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","90","4","4.99","22","87","14","15","1","100","24","34","1","2","86","89","84","61","60","60","32","70","39","84","29","1","Replika ","2","","3","","33","2","","58","Anonymized","2"
"303",303,"2023-08-27 13:58:40","2023-08-27 14:00:50","0","Anonymized","100","130","1","2023-08-27 14:00:51","R_28CaKuLYnw17hp7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","39","37","10","54","58","61","61","57","42","39","18","2","2","81","73","72","77","34","26","7","63","58","58","0","2","","1","","1","","","3","","6","Anonymized","2"
"304",304,"2023-08-27 13:58:17","2023-08-27 14:01:09","0","Anonymized","100","172","1","2023-08-27 14:01:10","R_12Mb0hKnqySgctr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","8","12","0","100","100","93","100","100","100","100","100","","","","","","","","","","","","2","2","61","61","62","75","69","16","36","43","54","0","14","2","","1","","3","","29","5","","81","Anonymized","1"
"305",305,"2023-08-27 13:57:08","2023-08-27 14:01:10","0","Anonymized","100","242","1","2023-08-27 14:01:11","R_1dn5w4Aw1NqfAMT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","60","55","1","40","50","40","50","40","45","39","50","1","2","10","10","10","60","40","25","50","50","25","25","9","2","","2","","3","","32","5","","50","Anonymized","2"
"306",306,"2023-08-27 13:56:14","2023-08-27 14:01:19","0","Anonymized","100","304","1","2023-08-27 14:01:19","R_1OPPFLjcR6S04Iv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","0","0","0","0","100","0","0","","","","","","","","","","","","2","2","43","0","0","70","100","12","85","100","94","77","6","2","","2","","4","","29","5","","0","Anonymized","1"
"307",307,"2023-08-27 13:55:02","2023-08-27 14:01:19","0","Anonymized","100","377","1","2023-08-27 14:01:20","R_3KrUPeVJCYGDyx7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","40","50","5.00","50","20","20","70","80","90","80","10","2","2","90","100","80","30","0","100","20","0","30","90","100","2","","1","","5","","23","3","","100","Anonymized","2"
"308",308,"2023-08-27 13:58:55","2023-08-27 14:01:30","0","Anonymized","100","155","1","2023-08-27 14:01:30","R_yNOEf1SUTDbq7aV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","70","0","0","0","8","30","50","86","1","2","0","0","0","92","72","41","0","85","27","0","0","2","","1","","3","","64","2","","35","Anonymized","2"
